TIMESTAMP,RECORD,Solar_W/m2,AirTemp_dC,Vapor_Pressure_kPa,AtmPressure_kPa,RelHumidity,WindSpeed_m/s,WindDirection
9/29/2021 14:53,16768,108,15.1,0.81,93.1,0.466,0.51,187.7
9/29/2021 14:53,16769,128,15,0.81,93.1,0.481,0.53,214.9
9/29/2021 14:53,16770,144,14.9,0.81,93.1,0.463,0.39,227.9
9/29/2021 14:53,16771,225,14.6,0.81,93.1,0.487,0.26,225.3
9/29/2021 14:54,16772,329,14.6,0.81,93.1,0.484,0.22,207.9
9/29/2021 14:54,16773,473,14.3,0.81,93.1,0.489,0.41,204.1
9/29/2021 14:54,16774,342,14.2,0.81,93.1,0.51,0.69,183.3
9/29/2021 14:54,16775,128,14.9,0.82,93.1,0.49,1.05,163.2
9/29/2021 14:55,16776,273,14.9,0.82,93.1,0.476,0.72,143.7
9/29/2021 14:55,16777,484,14.7,0.81,93.1,0.48,0.61,110.1
9/29/2021 14:55,16778,393,15.2,0.81,93.1,0.487,0.6,91.1
9/29/2021 14:55,16779,291,15.2,0.82,93.1,0.459,0.55,189.2
9/29/2021 14:56,16780,466,14.7,0.82,93.1,0.489,0.76,135
9/29/2021 14:56,16781,471,14.8,0.82,93.1,0.48,0.35,134.5
9/29/2021 14:56,16782,494,14.7,0.82,93.1,0.485,0.26,82.4
9/29/2021 14:56,16783,500,14.7,0.82,93.1,0.497,0.33,119.7
9/29/2021 14:57,16784,179,15.1,0.82,93.1,0.479,0.24,359.1
9/29/2021 14:57,16785,73,15.1,0.82,93.1,0.487,0.36,331.2
9/29/2021 14:57,16786,69,15.4,0.82,93.1,0.477,0.17,208.6
9/29/2021 14:57,16787,70,15.6,0.83,93.1,0.47,0.53,131.2
9/29/2021 14:58,16788,69,15.4,0.83,93.1,0.476,0.83,151.7
9/29/2021 14:58,16789,68,15.4,0.82,93.1,0.471,0.9,158.6
9/29/2021 14:58,16790,69,15.1,0.82,93.1,0.478,1.57,211.2
9/29/2021 14:58,16791,70,15,0.82,93.1,0.479,1.28,220.6
9/29/2021 14:59,16792,72,14.8,0.82,93.1,0.486,0.67,216.7
9/29/2021 14:59,16793,74,14.8,0.81,93.1,0.481,0.5,230.9
9/29/2021 14:59,16794,79,14.8,0.81,93.1,0.485,0.91,219.4
9/29/2021 14:59,16795,102,14.9,0.81,93.1,0.476,1.56,230.4
9/29/2021 15:00,16796,154,14.8,0.81,93.1,0.486,1.11,229.5
9/29/2021 15:00,16797,369,14.6,0.81,93.1,0.483,0.78,234.8
9/29/2021 15:00,16798,514,14.4,0.81,93.1,0.494,1.33,209.2
9/29/2021 15:00,16799,573,14.5,0.81,93.1,0.488,1.13,200.3
9/29/2021 15:01,16800,574,14.3,0.82,93.1,0.503,0.95,212
9/29/2021 15:01,16801,555,14.7,0.82,93.1,0.495,1.7,221.2
9/29/2021 15:01,16802,570,14.8,0.82,93.1,0.48,1.78,220.2
9/29/2021 15:01,16803,568,14.6,0.82,93.1,0.49,0.96,242.5
9/29/2021 15:02,16804,566,14.6,0.82,93.1,0.494,0.68,262
9/29/2021 15:02,16805,561,14.4,0.82,93.1,0.491,0.52,246.4
9/29/2021 15:02,16806,544,14.6,0.82,93.1,0.498,1.08,223.2
9/29/2021 15:02,16807,548,14.9,0.82,93.1,0.486,0.92,241.1
9/29/2021 15:03,16808,527,15,0.82,93.1,0.487,1.15,213.2
9/29/2021 15:03,16809,404,15,0.83,93.1,0.487,1.17,186.3
9/29/2021 15:03,16810,280,14.9,0.83,93.1,0.488,1.46,162.1
9/29/2021 15:03,16811,436,14.8,0.83,93.1,0.486,1.41,160.9
9/29/2021 15:04,16812,390,14.7,0.83,93.1,0.489,1.19,166.7
9/29/2021 15:04,16813,271,14.7,0.83,93.1,0.492,0.73,150.8
9/29/2021 15:04,16814,293,14.5,0.82,93.1,0.504,1.45,183.3
9/29/2021 15:04,16815,223,14.3,0.82,93.1,0.51,1.51,207.4
9/29/2021 15:05,16816,240,14.5,0.82,93.1,0.498,1.3,211.9
9/29/2021 15:05,16817,407,14.4,0.82,93.1,0.502,1.4,222.2
9/29/2021 15:05,16818,530,15,0.82,93.1,0.485,0.92,215.7
9/29/2021 15:05,16819,545,14.6,0.83,93.1,0.488,0.4,245.2
9/29/2021 15:06,16820,480,14.4,0.83,93.1,0.5,0.24,262.4
9/29/2021 15:06,16821,467,14.3,0.82,93.1,0.507,0.41,232.1
9/29/2021 15:06,16822,498,14.8,0.82,93.1,0.5,0.48,249.8
9/29/2021 15:06,16823,510,15,0.82,93.1,0.482,0.33,227.7
9/29/2021 15:07,16824,505,14.8,0.82,93.1,0.482,0.46,197.7
9/29/2021 15:07,16825,490,14.9,0.82,93.1,0.489,0.26,179.7
9/29/2021 15:07,16826,507,15,0.82,93.1,0.476,0.26,169.7
9/29/2021 15:07,16827,523,14.9,0.83,93.1,0.494,0.33,145.4
9/29/2021 15:08,16828,533,15,0.83,93.1,0.485,0.47,123.4
9/29/2021 15:08,16829,376,14.8,0.83,93.1,0.504,1.22,111.1
9/29/2021 15:08,16830,172,15.2,0.83,93.1,0.475,1.32,115.5
9/29/2021 15:08,16831,243,15.3,0.82,93.1,0.482,1.16,116.2
9/29/2021 15:09,16832,115,15.6,0.82,93.1,0.463,0.55,134.9
9/29/2021 15:09,16833,82,15.4,0.82,93.1,0.465,0.8,162.2
9/29/2021 15:09,16834,82,15.7,0.82,93.1,0.465,1.11,206.1
9/29/2021 15:09,16835,84,15.5,0.82,93.1,0.457,0.93,230.2
9/29/2021 15:10,16836,106,15.1,0.82,93.1,0.472,0.83,231.8
9/29/2021 15:10,16837,191,14.9,0.82,93.1,0.48,0.84,203.5
9/29/2021 15:10,16838,151,14.9,0.82,93.1,0.484,1.71,172.3
9/29/2021 15:10,16839,107,15,0.82,93.1,0.484,0.74,153
9/29/2021 15:11,16840,86,15,0.81,93.1,0.474,0.9,161.7
9/29/2021 15:11,16841,66,14.9,0.81,93.1,0.477,1.35,161.1
9/29/2021 15:11,16842,63,15.1,0.81,93.1,0.474,0.74,141.7
9/29/2021 15:11,16843,63,15.3,0.81,93.1,0.47,0.56,155.7
9/29/2021 15:12,16844,60,15.2,0.8,93.1,0.46,0.6,111.3
9/29/2021 15:12,16845,59,15.1,0.8,93.1,0.471,0.77,123.6
9/29/2021 15:12,16846,60,15.1,0.8,93.1,0.465,1.16,114.2
9/29/2021 15:12,16847,58,14.8,0.8,93.1,0.475,1.26,103.6
9/29/2021 15:13,16848,57,14.9,0.8,93.1,0.48,0.95,110.1
9/29/2021 15:13,16849,58,15,0.79,93.1,0.464,0.79,107.3
9/29/2021 15:13,16850,58,15.1,0.79,93.1,0.464,1.21,162.6
9/29/2021 15:13,16851,60,15,0.79,93.1,0.467,0.89,145.6
9/29/2021 15:14,16852,62,14.9,0.79,93.1,0.465,1.53,131.5
9/29/2021 15:14,16853,65,14.8,0.79,93.1,0.472,1.12,134
9/29/2021 15:14,16854,68,14.9,0.79,93.1,0.462,0.92,117.9
9/29/2021 15:14,16855,69,14.8,0.78,93.1,0.468,0.69,107.6
9/29/2021 15:15,16856,71,15,0.78,93.1,0.46,0.66,122.7
9/29/2021 15:15,16857,75,14.8,0.78,93.1,0.466,0.78,158.5
9/29/2021 15:15,16858,81,14.7,0.78,93.1,0.464,0.75,155.4
9/29/2021 15:15,16859,87,14.9,0.78,93.1,0.463,0.71,148.8
9/29/2021 15:16,16860,99,15,0.78,93.1,0.459,0.77,142.2
9/29/2021 15:16,16861,121,15,0.78,93.1,0.456,0.91,132.3
9/29/2021 15:16,16862,110,14.8,0.78,93.1,0.465,1.17,158.9
9/29/2021 15:16,16863,111,14.8,0.78,93.1,0.465,0.89,165
9/29/2021 15:17,16864,90,14.7,0.78,93.1,0.464,1.08,160
9/29/2021 15:17,16865,86,14.8,0.78,93.1,0.458,0.81,176.9
9/29/2021 15:17,16866,85,14.6,0.78,93.1,0.469,0.59,165.9
9/29/2021 15:17,16867,191,14.5,0.78,93.1,0.466,0.52,165.3
9/29/2021 15:18,16868,225,14.6,0.78,93.1,0.477,0.32,155.9
9/29/2021 15:18,16869,88,14.9,0.78,93.1,0.453,0.21,177.2
9/29/2021 15:18,16870,82,15,0.78,93.1,0.456,0.21,240.5
9/29/2021 15:18,16871,73,15,0.78,93.1,0.452,0.14,285.2
9/29/2021 15:19,16872,66,14.8,0.78,93.1,0.461,0.51,229.9
9/29/2021 15:19,16873,62,14.8,0.78,93.1,0.464,0.29,284.4
9/29/2021 15:19,16874,58,14.8,0.78,93.1,0.462,0.3,275.6
9/29/2021 15:19,16875,56,15.1,0.78,93.1,0.456,0.41,323.5
9/29/2021 15:20,16876,55,14.7,0.78,93.1,0.464,0.43,4.5
9/29/2021 15:20,16877,54,14.7,0.78,93.1,0.474,0.5,353.6
9/29/2021 15:20,16878,55,14.8,0.79,93.1,0.466,0.78,287.5
9/29/2021 15:20,16879,56,14.7,0.79,93.1,0.472,0.62,298.4
9/29/2021 15:21,16880,58,14.7,0.78,93.1,0.47,0.56,281.2
9/29/2021 15:21,16881,60,14.8,0.78,93.1,0.471,0.36,246.7
9/29/2021 15:21,16882,66,14.6,0.78,93.1,0.467,0.74,248.7
9/29/2021 15:21,16883,159,14.4,0.78,93.1,0.474,0.96,245.7
9/29/2021 15:22,16884,251,14.2,0.78,93.1,0.48,0.9,239.5
9/29/2021 15:22,16885,99,14.3,0.78,93.1,0.486,0.93,243.8
9/29/2021 15:22,16886,87,14.5,0.79,93.1,0.481,1.05,260.7
9/29/2021 15:22,16887,88,14.7,0.79,93.1,0.472,0.73,254.7
9/29/2021 15:23,16888,92,14.9,0.78,93.1,0.465,0.28,224.4
9/29/2021 15:23,16889,106,14.8,0.78,93.1,0.457,0.27,248.3
9/29/2021 15:23,16890,210,14.5,0.78,93.1,0.471,0.33,335.4
9/29/2021 15:23,16891,273,14.3,0.79,93.1,0.48,0.26,319
9/29/2021 15:24,16892,369,14.3,0.8,93.1,0.484,0.22,248
9/29/2021 15:24,16893,472,13.7,0.79,93.1,0.499,0.64,242.1
9/29/2021 15:24,16894,439,14,0.8,93.1,0.513,0.78,237.2
9/29/2021 15:24,16895,229,14.5,0.8,93.1,0.49,1.11,223.3
9/29/2021 15:25,16896,88,14.8,0.79,93.1,0.475,0.98,210.5
9/29/2021 15:25,16897,84,15.1,0.79,93.2,0.462,0.63,220.3
9/29/2021 15:25,16898,128,15,0.79,93.1,0.462,0.34,248.3
9/29/2021 15:25,16899,119,14.9,0.79,93.1,0.471,0.39,158.6
9/29/2021 15:26,16900,72,14.8,0.79,93.1,0.469,0.73,133.4
9/29/2021 15:26,16901,67,14.7,0.79,93.1,0.469,0.82,105.4
9/29/2021 15:26,16902,64,14.6,0.78,93.1,0.472,1.05,110.9
9/29/2021 15:26,16903,62,14.7,0.78,93.1,0.47,0.82,123
9/29/2021 15:27,16904,60,14.8,0.78,93.1,0.462,0.96,117.3
9/29/2021 15:27,16905,60,14.7,0.78,93.1,0.466,0.88,136
9/29/2021 15:27,16906,60,14.9,0.78,93.1,0.461,0.53,156.1
9/29/2021 15:27,16907,60,15,0.78,93.1,0.46,0.65,159.2
9/29/2021 15:28,16908,60,15,0.78,93.1,0.454,0.32,193.7
9/29/2021 15:28,16909,59,14.9,0.78,93.1,0.459,0.22,229.9
9/29/2021 15:28,16910,59,14.9,0.78,93.1,0.458,0.34,138.4
9/29/2021 15:28,16911,59,14.8,0.78,93.1,0.457,0.64,106.6
9/29/2021 15:29,16912,60,14.7,0.78,93.1,0.466,0.59,92.6
9/29/2021 15:29,16913,61,14.7,0.78,93.1,0.465,1.12,112.3
9/29/2021 15:29,16914,62,14.7,0.78,93.1,0.466,0.9,141.3
9/29/2021 15:29,16915,100,14.7,0.78,93.1,0.463,0.85,143.1
9/29/2021 15:30,16916,91,14.7,0.77,93.1,0.466,0.72,147.4
9/29/2021 15:30,16917,68,14.8,0.77,93.1,0.462,0.65,134.4
9/29/2021 15:30,16918,69,14.7,0.77,93.1,0.459,0.66,130.3
9/29/2021 15:30,16919,70,14.7,0.77,93.1,0.463,0.72,110.1
9/29/2021 15:31,16920,69,14.7,0.77,93.1,0.461,0.47,92
9/29/2021 15:31,16921,67,14.5,0.77,93.1,0.466,0.55,90.9
9/29/2021 15:31,16922,67,14.5,0.77,93.1,0.467,0.56,92.5
9/29/2021 15:31,16923,67,14.6,0.77,93.1,0.464,0.46,97.4
9/29/2021 15:32,16924,68,14.7,0.77,93.1,0.457,0.47,100.4
9/29/2021 15:32,16925,68,14.7,0.77,93.1,0.462,0.69,104.2
9/29/2021 15:32,16926,70,14.8,0.77,93.1,0.457,0.68,116.6
9/29/2021 15:32,16927,70,14.7,0.77,93.1,0.459,0.56,139.5
9/29/2021 15:33,16928,70,14.6,0.77,93.1,0.462,0.45,149.3
9/29/2021 15:33,16929,69,14.7,0.77,93.1,0.46,0.37,126.6
9/29/2021 15:33,16930,66,14.7,0.77,93.1,0.457,0.49,121
9/29/2021 15:33,16931,63,14.7,0.77,93.1,0.46,0.54,146.7
9/29/2021 15:34,16932,61,14.7,0.77,93.1,0.459,0.59,140.9
9/29/2021 15:34,16933,61,14.7,0.77,93.1,0.465,0.38,152.8
9/29/2021 15:34,16934,41,14.9,0.77,93.1,0.454,0.42,186.5
9/29/2021 15:34,16935,18,14.8,0.77,93.1,0.461,0.48,345.2
9/29/2021 15:35,16936,45,14.8,0.77,93.1,0.461,0.64,331.8
9/29/2021 15:35,16937,40,14.8,0.78,93.1,0.462,0.5,351.4
9/29/2021 15:35,16938,46,14.8,0.78,93.1,0.465,0.43,301.9
9/29/2021 15:35,16939,24,15.3,0.77,93.1,0.464,0.4,338.9
9/29/2021 15:36,16940,31,17.8,0.78,93.1,0.405,0.19,29.4
9/29/2021 15:36,16941,0,19.7,0.79,93.1,0.35,0.37,111.9
9/29/2021 15:36,16942,0,20,0.8,93.1,0.344,0.09,226.2
9/29/2021 15:36,16943,2,20.1,0.8,93.1,0.342,0.18,73
9/29/2021 15:37,16944,4,20,0.8,93.1,0.337,0.13,50.3
9/29/2021 15:37,16945,4,19.7,0.8,93.1,0.351,0.15,18.9
9/29/2021 15:37,16946,4,20.1,0.81,93.1,0.347,0.14,16
9/29/2021 15:37,16947,4,20.3,0.81,93.1,0.342,0.24,331.3
9/29/2021 15:38,16948,4,20.2,0.81,93.1,0.34,0.2,281
9/29/2021 15:38,16949,4,20,0.81,93.1,0.344,0.15,317.1
9/29/2021 15:38,16950,4,19.5,0.82,93.1,0.353,0.08,101.9
9/29/2021 15:38,16951,4,19.2,0.82,93.1,0.368,0.04,352.7
9/29/2021 15:39,16952,4,20.1,0.82,93.1,0.361,0.22,303.2
9/29/2021 15:39,16953,4,20.5,0.82,93.1,0.334,0.17,310.1
9/29/2021 15:39,16954,4,20,0.82,93.1,0.351,0.18,282
9/29/2021 15:39,16955,4,19.6,0.82,93.1,0.356,0.11,187.5
9/29/2021 15:40,16956,4,20,0.83,93.1,0.365,0.1,247.3
9/29/2021 15:40,16957,4,20.2,0.83,93.1,0.351,0.12,317.3
9/29/2021 15:40,16958,4,20.3,0.83,93.1,0.35,0.19,298.8
9/29/2021 15:40,16959,4,20,0.83,93.1,0.355,0.1,227.3
9/29/2021 15:41,16960,4,20.1,0.83,93.1,0.355,0.15,279.6
9/29/2021 15:41,16961,4,20.3,0.84,93.1,0.353,0.2,272.9
9/29/2021 15:41,16962,4,20.3,0.84,93.1,0.347,0.17,225.9
9/29/2021 15:41,16963,4,20.4,0.84,93.1,0.355,0.13,297.7
